"mesh","umls"
"matrix metalloproteinase 2","Enzyme"
"matrix metalloproteinase 3","Amino Acid, Peptide, or Protein"
"matrix metalloproteinase 3","Enzyme"
"matrix metalloproteinase 7","Amino Acid, Peptide, or Protein"
"matrix metalloproteinase 7","Enzyme"
"matrix metalloproteinase 8","Amino Acid, Peptide, or Protein"
"matrix metalloproteinase 8","Enzyme"
"matrix metalloproteinase 9","Amino Acid, Peptide, or Protein"
"matrix metalloproteinase 9","Enzyme"
"matrix metalloproteinase inhibitors","Pharmacologic Substance"
"matrix metalloproteinases","Amino Acid, Peptide, or Protein"
"matrix metalloproteinases","Enzyme"
"matrix metalloproteinases, membrane-associated","Amino Acid, Peptide, or Protein"
"matrix metalloproteinases, membrane-associated","Enzyme"
"matrix metalloproteinases, secreted","Amino Acid, Peptide, or Protein"
"matrix metalloproteinases, secreted","Enzyme"
"maxilla","Body Part, Organ, or Organ Component"
"maxillary diseases","Disease or Syndrome"
"maxillary sinus","Body Space or Junction"
"maxillary sinusitis","Disease or Syndrome"
"maximal expiratory flow rate","Clinical Attribute"
"maximal expiratory flow-volume curves","Laboratory or Test Result"
"maximal midexpiratory flow rate","Clinical Attribute"
"maximal voluntary ventilation","Finding"
"maximum allowable concentration","Quantitative Concept"
"maximum tolerated dose","Quantitative Concept"
"mean platelet volume","Laboratory Procedure"
"meat","Food"
"meat products","Food"
"meat-packing industry","Organization"
"mechanotransduction, cellular","Molecular Function"
"mechlorethamine","Hazardous or Poisonous Substance"
"mechlorethamine","Organic Chemical"
"mechlorethamine","Pharmacologic Substance"
"meckel diverticulum","Congenital Abnormality"
"meclofenamic acid","Organic Chemical"
"meclofenamic acid","Pharmacologic Substance"
"mediastinal diseases","Disease or Syndrome"
"mediastinal emphysema","Pathologic Function"
"mediastinal neoplasms","Neoplastic Process"
"mediastinitis","Disease or Syndrome"
"mediastinoscopy","Diagnostic Procedure"
"mediastinum","Body Location or Region"
"medicaid","Governmental or Regulatory Activity"
"medical assistance","Governmental or Regulatory Activity"
"medical audit","Health Care Activity"
"medical errors","Qualitative Concept"
"medical history taking","Diagnostic Procedure"
"medical indigency","Idea or Concept"
"medical informatics applications","Intellectual Product"
"medical laboratory personnel","Professional or Occupational Group"
"medical laboratory science","Biomedical Occupation or Discipline"
"medical record administrators","Professional or Occupational Group"
"medical records","Intellectual Product"
"medical records systems, computerized","Intellectual Product"
"medical records systems, computerized","Manufactured Object"
"medical staff, hospital","Professional or Occupational Group"
"medically underserved area","Geographic Area"
"medically uninsured","Population Group"
"medicare","Governmental or Regulatory Activity"
"medicare part d","Regulation or Law"
"medication adherence","Finding"
"medication errors","Qualitative Concept"
"medication systems","Intellectual Product"
"medication therapy management","Health Care Activity"
"medicine","Pharmacologic Substance"
"medicine in art","Idea or Concept"
"medicine, african traditional","Health Care Activity"
"medicine, chinese traditional","Biomedical Occupation or Discipline"
"medicine, east asian traditional","Biomedical Occupation or Discipline"
"medicine, kampo","Biomedical Occupation or Discipline"
"medicine, tibetan traditional","Biomedical Occupation or Discipline"
"medicine, traditional","Biomedical Occupation or Discipline"
"meditation","Mental Process"
"mediterranean region","Geographic Area"
"medroxyprogesterone","Hormone"
"medroxyprogesterone","Organic Chemical"
"medroxyprogesterone","Pharmacologic Substance"
"medroxyprogesterone acetate","Hormone"
"medroxyprogesterone acetate","Organic Chemical"
"medroxyprogesterone acetate","Pharmacologic Substance"
"medulla oblongata","Body Part, Organ, or Organ Component"
"mefenamic acid","Organic Chemical"
"mefenamic acid","Pharmacologic Substance"
"meglumine","Organic Chemical"
"meglumine","Pharmacologic Substance"
"meigs syndrome","Neoplastic Process"
"melanesia","Geographic Area"
"melanoma","Neoplastic Process"
"melanosis","Disease or Syndrome"
"melatonin","Hormone"
"melatonin","Organic Chemical"
"melatonin","Pharmacologic Substance"
"melena","Pathologic Function"
"membrane fluidity","Molecular Function"
"membrane glycoproteins","Amino Acid, Peptide, or Protein"
"membrane glycoproteins","Biologically Active Substance"
"membrane lipids","Organic Chemical"
"membrane potentials","Cell Function"
"membrane proteins","Amino Acid, Peptide, or Protein"
"membrane proteins","Biologically Active Substance"
"membrane transport proteins","Amino Acid, Peptide, or Protein"
"membrane transport proteins","Biologically Active Substance"
"membranes","Tissue"
"membranes, artificial","Biomedical or Dental Material"
"membranes, artificial","Inorganic Chemical"
"memory","Mental Process"
"memory disorders","Mental or Behavioral Dysfunction"
"memory, long-term","Mental Process"
"memory, short-term","Mental Process"
"men","Population Group"
"men's health","Group Attribute"
"menarche","Organism Function"
"meniere disease","Disease or Syndrome"
"meningitis","Disease or Syndrome"
"meningitis, aseptic","Disease or Syndrome"
"meningitis, cryptococcal","Disease or Syndrome"
"meningitis, escherichia coli","Disease or Syndrome"
"meningococcal infections","Disease or Syndrome"
"meningoencephalitis","Disease or Syndrome"
"menopause","Physiologic Function"
"menotropins","Amino Acid, Peptide, or Protein"
"menotropins","Hormone"
"menotropins","Pharmacologic Substance"
"menstrual cycle","Organism Function"
"menstruation","Organism Function"
"menstruation disturbances","Pathologic Function"
"mental competency","Qualitative Concept"
"mental disorders","Mental or Behavioral Dysfunction"
"mental healing","Therapeutic or Preventive Procedure"
"mental health","Mental Process"
"mental processes","Mental Process"
"mental recall","Mental Process"
"mental status schedule","Diagnostic Procedure"
"mental status schedule","Intellectual Product"
"mentally ill persons","Patient or Disabled Group"
"menthol","Organic Chemical"
"menthol","Pharmacologic Substance"
"meperidine","Organic Chemical"
"meperidine","Pharmacologic Substance"
"mepivacaine","Organic Chemical"
"mepivacaine","Pharmacologic Substance"
"mercaptoethanol","Organic Chemical"
"mercury","Element, Ion, or Isotope"
"mercury","Hazardous or Poisonous Substance"
"mercury poisoning","Injury or Poisoning"
"meridians","Body Location or Region"
"mesalamine","Organic Chemical"
"mesalamine","Pharmacologic Substance"
"mesenchymal stromal cells","Cell"
"mesenteric arteries","Body Part, Organ, or Organ Component"
"mesentery","Body Location or Region"
"mesna","Organic Chemical"
"mesna","Pharmacologic Substance"
"mesocolon","Body Part, Organ, or Organ Component"
"mesocricetus","Mammal"
"mesoderm","Embryonic Structure"
"mesothelioma","Neoplastic Process"
"mesothelioma, cystic","Neoplastic Process"
"mestranol","Organic Chemical"
"mestranol","Pharmacologic Substance"
"mesylates","Organic Chemical"
"meta-analysis as topic","Research Activity"
"metabolic clearance rate","Clinical Attribute"
"metabolic diseases","Disease or Syndrome"
"metabolic networks and pathways","Molecular Function"
"metabolic syndrome x","Disease or Syndrome"
"metabolism","Organism Function"
"metabolism, inborn errors","Congenital Abnormality"
"metabolism, inborn errors","Disease or Syndrome"
"metabolome","Natural Phenomenon or Process"
"metabolomics","Biomedical Occupation or Discipline"
"metacarpus","Body Part, Organ, or Organ Component"
"metagenome","Gene or Genome"
"metal ceramic alloys","Biomedical or Dental Material"
"metalloendopeptidases","Amino Acid, Peptide, or Protein"
"metalloendopeptidases","Enzyme"
"metalloproteases","Amino Acid, Peptide, or Protein"
"metalloproteases","Enzyme"
"metallurgy","Occupation or Discipline"
"metals","Inorganic Chemical"
"metals, heavy","Element, Ion, or Isotope"
"metaplasia","Cell or Molecular Dysfunction"
"metapneumovirus","Virus"
"metaproterenol","Organic Chemical"
"metaproterenol","Pharmacologic Substance"
"metaraminol","Organic Chemical"
"metaraminol","Pharmacologic Substance"
"metarhizium","Fungus"
"meteorological concepts","Natural Phenomenon or Process"
"metered dose inhalers","Medical Device"
"methacholine chloride","Indicator, Reagent, or Diagnostic Aid"
"methacholine chloride","Organic Chemical"
"methacholine chloride","Pharmacologic Substance"
"methacholine compounds","Organic Chemical"
"methacrylates","Organic Chemical"
"methadone","Organic Chemical"
"methadone","Pharmacologic Substance"
"methamphetamine","Hazardous or Poisonous Substance"
"methamphetamine","Organic Chemical"
"methandrostenolone","Hormone"
"methandrostenolone","Organic Chemical"
"methandrostenolone","Pharmacologic Substance"
"methane","Organic Chemical"
"methanol","Hazardous or Poisonous Substance"
"methanol","Organic Chemical"
"methemoglobin","Amino Acid, Peptide, or Protein"
"methemoglobin","Biologically Active Substance"
"methemoglobinemia","Disease or Syndrome"
"methenamine","Organic Chemical"
"methenamine","Pharmacologic Substance"
"methicillin","Antibiotic"
"methicillin","Organic Chemical"
"methicillin resistance","Organism Attribute"
"methicillin-resistant staphylococcus aureus","Disease or Syndrome"
"methimazole","Organic Chemical"
"methimazole","Pharmacologic Substance"
"methionine","Amino Acid, Peptide, or Protein"
"methionine","Biologically Active Substance"
"methionine","Pharmacologic Substance"
"methods","Intellectual Product"
"methotrexate","Organic Chemical"
"methotrexate","Pharmacologic Substance"
"methotrimeprazine","Organic Chemical"
"methotrimeprazine","Pharmacologic Substance"
"methoxamine","Organic Chemical"
"methoxamine","Pharmacologic Substance"
"methoxsalen","Biologically Active Substance"
"methoxsalen","Organic Chemical"
"methoxsalen","Pharmacologic Substance"
"methoxyhydroxyphenylglycol","Biologically Active Substance"
"methoxyhydroxyphenylglycol","Organic Chemical"
"methyl ethers","Organic Chemical"
"methylamines","Organic Chemical"
"methylation","Molecular Function"
"methylcholanthrene","Hazardous or Poisonous Substance"
"methylcholanthrene","Organic Chemical"
"methyldopa","Amino Acid, Peptide, or Protein"
"methyldopa","Pharmacologic Substance"
"methylene blue","Indicator, Reagent, or Diagnostic Aid"
"methylene blue","Organic Chemical"
"methylene blue","Pharmacologic Substance"
"methylenetetrahydrofolate reductase (nadph2)","Amino Acid, Peptide, or Protein"
"methylenetetrahydrofolate reductase (nadph2)","Enzyme"
"methylhistamines","Organic Chemical"
"methylhistidines","Amino Acid, Peptide, or Protein"
"methylmethacrylate","Biomedical or Dental Material"
"methylmethacrylate","Organic Chemical"
"methylmethacrylates","Biomedical or Dental Material"
"methylmethacrylates","Organic Chemical"
"methylprednisolone","Hormone"
"methylprednisolone","Organic Chemical"
"methylprednisolone","Pharmacologic Substance"
"methylprednisolone hemisuccinate","Organic Chemical"
"methylprednisolone hemisuccinate","Pharmacologic Substance"
"methyltransferases","Amino Acid, Peptide, or Protein"
"methyltransferases","Enzyme"
"methysergide","Organic Chemical"
"methysergide","Pharmacologic Substance"
"metipranolol","Organic Chemical"
"metipranolol","Pharmacologic Substance"
"metoclopramide","Organic Chemical"
"metoclopramide","Pharmacologic Substance"
"metoprolol","Organic Chemical"
"metoprolol","Pharmacologic Substance"
"metronidazole","Organic Chemical"
"metronidazole","Pharmacologic Substance"
"metyrapone","Hormone"
"metyrapone","Organic Chemical"
"metyrapone","Pharmacologic Substance"
"mevalonic acid","Biologically Active Substance"
"mevalonic acid","Organic Chemical"
"mexican americans","Population Group"
"mexico","Geographic Area"
"mexiletine","Organic Chemical"
"mexiletine","Pharmacologic Substance"
"mice","Mammal"
"mice, inbred balb c","Mammal"
"mice, inbred c3h","Mammal"
"mice, inbred c57bl","Mammal"
"mice, inbred dba","Mammal"
"mice, inbred strains","Mammal"
"mice, knockout","Mammal"
"mice, transgenic","Mammal"
"micelles","Organic Chemical"
"michigan","Geographic Area"
"microarray analysis","Laboratory Procedure"
"microbial sensitivity tests","Laboratory Procedure"
"microbiological techniques","Laboratory Procedure"
"microbiology","Biomedical Occupation or Discipline"
"microbiota","Plant"
"microcephaly","Congenital Abnormality"
"microcirculation","Organ or Tissue Function"
"microclimate","Natural Phenomenon or Process"
"micrococcus","Bacterium"
"microcomputers","Manufactured Object"
"microdissection","Laboratory Procedure"
"microelectrodes","Medical Device"
"microfilament proteins","Amino Acid, Peptide, or Protein"
"microfilament proteins","Biologically Active Substance"
"micronesia","Geographic Area"
"micronutrients","Biologically Active Substance"
"micrornas","Biologically Active Substance"
"micrornas","Nucleic Acid, Nucleoside, or Nucleotide"
"microsatellite instability","Diagnostic Procedure"
"microsatellite repeats","Biologically Active Substance"
"microsatellite repeats","Nucleic Acid, Nucleoside, or Nucleotide"
"microscopy","Laboratory Procedure"
"microscopy, confocal","Laboratory Procedure"
"microscopy, electron","Laboratory Procedure"
"microscopy, electron, scanning","Laboratory Procedure"
"microscopy, electron, transmission","Laboratory Procedure"
"microscopy, fluorescence","Laboratory Procedure"
"microscopy, immunoelectron","Diagnostic Procedure"
"microscopy, video","Laboratory Procedure"
"microsomes","Cell Component"
"microsomes, liver","Cell Component"
"microspectrophotometry","Research Activity"
"microspheres","Medical Device"
"microsporum","Fungus"
"microsurgery","Therapeutic or Preventive Procedure"
"microvilli","Cell Component"
"microwaves","Natural Phenomenon or Process"
"midazolam","Organic Chemical"
"midazolam","Pharmacologic Substance"
"middle aged","Age Group"
"middle east","Geographic Area"
"midwestern united states","Geographic Area"
"midwifery","Biomedical Occupation or Discipline"
"mifepristone","Organic Chemical"
"mifepristone","Pharmacologic Substance"
"migraine disorders","Disease or Syndrome"
"mikulicz' disease","Disease or Syndrome"
"milieu therapy","Therapeutic or Preventive Procedure"
"military medicine","Biomedical Occupation or Discipline"
"military personnel","Professional or Occupational Group"
"military psychiatry","Biomedical Occupation or Discipline"
"milk","Body Substance"
"milk hypersensitivity","Disease or Syndrome"
"milk proteins","Amino Acid, Peptide, or Protein"
"milk proteins","Biologically Active Substance"
"milk, human","Body Substance"
"miller fisher syndrome","Disease or Syndrome"
"milrinone","Organic Chemical"
"milrinone","Pharmacologic Substance"
"mind-body therapies","Therapeutic or Preventive Procedure"
"mineral oil","Organic Chemical"
"mineral oil","Pharmacologic Substance"
"mineral waters","Inorganic Chemical"
"mineral waters","Pharmacologic Substance"
"mineralocorticoids","Hormone"
"mineralocorticoids","Organic Chemical"
"mineralocorticoids","Pharmacologic Substance"
