"mesh","umls"
"laryngeal diseases","Disease or Syndrome"
"laryngeal edema","Pathologic Function"
"laryngeal masks","Medical Device"
"laryngeal muscles","Body Part, Organ, or Organ Component"
"laryngeal neoplasms","Neoplastic Process"
"laryngeal nerves","Body Part, Organ, or Organ Component"
"laryngectomy","Therapeutic or Preventive Procedure"
"laryngismus","Disease or Syndrome"
"laryngitis","Disease or Syndrome"
"laryngomalacia","Congenital Abnormality"
"laryngopharyngeal reflux","Disease or Syndrome"
"laryngoscopes","Medical Device"
"laryngoscopy","Diagnostic Procedure"
"laryngostenosis","Disease or Syndrome"
"larynx","Disease or Syndrome"
"laser therapy","Therapeutic or Preventive Procedure"
"lasers","Manufactured Object"
"latex","Biomedical or Dental Material"
"latex","Organic Chemical"
"latex fixation tests","Laboratory Procedure"
"latex hypersensitivity","Pathologic Function"
"lathyrism","Injury or Poisoning"
"latin america","Geographic Area"
"latvia","Geographic Area"
"laughter","Social Behavior"
"laundering","Activity"
"laurence-moon syndrome","Disease or Syndrome"
"lead","Element, Ion, or Isotope"
"lead","Hazardous or Poisonous Substance"
"lead poisoning","Injury or Poisoning"
"lead poisoning, nervous system, childhood","Injury or Poisoning"
"leadership","Social Behavior"
"learning","Educational Activity"
"learning curve","Mental Process"
"learning disorders","Mental or Behavioral Dysfunction"
"least-squares analysis","Quantitative Concept"
"lebanon","Geographic Area"
"lecithins","Biologically Active Substance"
"lecithins","Organic Chemical"
"lecithins","Pharmacologic Substance"
"lectins","Amino Acid, Peptide, or Protein"
"lectins","Biologically Active Substance"
"lectins, c-type","Amino Acid, Peptide, or Protein"
"lectins, c-type","Biologically Active Substance"
"leeches","Disease or Syndrome"
"leg","Body Part, Organ, or Organ Component"
"leg bones","Body Part, Organ, or Organ Component"
"leg injuries","Injury or Poisoning"
"legal guardians","Population Group"
"legionella","Bacterium"
"legionellosis","Disease or Syndrome"
"legionnaires' disease","Disease or Syndrome"
"legislation as topic","Regulation or Law"
"legislation, drug","Regulation or Law"
"legislation, medical","Regulation or Law"
"leiomyoma","Neoplastic Process"
"leiomyosarcoma","Neoplastic Process"
"leishmaniasis","Disease or Syndrome"
"leishmaniasis, visceral","Disease or Syndrome"
"leisure activities","Daily or Recreational Activity"
"length of stay","Temporal Concept"
"lepidoptera","Eukaryote"
"leprosy","Disease or Syndrome"
"leptin","Amino Acid, Peptide, or Protein"
"leptin","Hormone"
"lethargy","Sign or Symptom"
"lettuce","Food"
"leucomycins","Antibiotic"
"leucomycins","Organic Chemical"
"leucyl aminopeptidase","Amino Acid, Peptide, or Protein"
"leucyl aminopeptidase","Enzyme"
"leukemia","Neoplastic Process"
"leukemia-lymphoma, adult t-cell","Neoplastic Process"
"leukemia, lymphoid","Neoplastic Process"
"leukemia, myeloid","Neoplastic Process"
"leukemia, myeloid, acute","Neoplastic Process"
"leukemia, radiation-induced","Neoplastic Process"
"leukemia, t-cell","Neoplastic Process"
"leukocyte adherence inhibition test","Laboratory Procedure"
"leukocyte count","Laboratory Procedure"
"leukocyte disorders","Disease or Syndrome"
"leukocyte elastase","Amino Acid, Peptide, or Protein"
"leukocyte elastase","Enzyme"
"leukocyte migration-inhibitory factors","Amino Acid, Peptide, or Protein"
"leukocyte migration-inhibitory factors","Immunologic Factor"
"leukocytes","Laboratory Procedure"
"leukocytes, mononuclear","Cell"
"leukocytosis","Pathologic Function"
"leukoencephalitis, acute hemorrhagic","Disease or Syndrome"
"leukomalacia, periventricular","Disease or Syndrome"
"leukopenia","Disease or Syndrome"
"leukoplakia","Neoplastic Process"
"leukotriene antagonists","Organic Chemical"
"leukotriene antagonists","Pharmacologic Substance"
"leukotriene b4","Biologically Active Substance"
"leukotriene b4","Organic Chemical"
"leukotriene c4","Biologically Active Substance"
"leukotriene c4","Organic Chemical"
"leukotriene d4","Biologically Active Substance"
"leukotriene d4","Organic Chemical"
"leukotriene e4","Biologically Active Substance"
"leukotriene e4","Organic Chemical"
"leukotrienes","Biologically Active Substance"
"leukotrienes","Organic Chemical"
"levamisole","Organic Chemical"
"levamisole","Pharmacologic Substance"
"lewis blood-group system","Classification"
"liability, legal","Qualitative Concept"
"liberia","Geographic Area"
"libraries","Manufactured Object"
"libraries","Organization"
"libya","Geographic Area"
"lichen planus","Disease or Syndrome"
"lichen sclerosus et atrophicus","Disease or Syndrome"
"lichens","Plant"
"lidocaine","Organic Chemical"
"lidocaine","Pharmacologic Substance"
"lie detection","Occupation or Discipline"
"life change events","Phenomenon or Process"
"life expectancy","Group Attribute"
"life style","Social Behavior"
"life tables","Intellectual Product"
"life tables","Quantitative Concept"
"ligaments","Tissue"
"ligands","Chemical"
"light","Natural Phenomenon or Process"
"likelihood functions","Intellectual Product"
"likelihood functions","Quantitative Concept"
"lim domain proteins","Amino Acid, Peptide, or Protein"
"lim domain proteins","Biologically Active Substance"
"limb deformities, congenital","Congenital Abnormality"
"limulus test","Laboratory Procedure"
"lincomycin","Antibiotic"
"lincomycin","Organic Chemical"
"linear models","Quantitative Concept"
"linkage disequilibrium","Quantitative Concept"
"linoleic acid","Biologically Active Substance"
"linoleic acid","Organic Chemical"
"linoleic acid","Pharmacologic Substance"
"linoleic acids","Organic Chemical"
"lip","Body Part, Organ, or Organ Component"
"lip diseases","Disease or Syndrome"
"lipase","Amino Acid, Peptide, or Protein"
"lipase","Enzyme"
"lipase","Pharmacologic Substance"
"lipid metabolism","Molecular Function"
"lipid metabolism, inborn errors","Disease or Syndrome"
"lipid peroxidation","Molecular Function"
"lipid peroxides","Organic Chemical"
"lipids","Organic Chemical"
"lipocalins","Amino Acid, Peptide, or Protein"
"lipocalins","Biologically Active Substance"
"lipodystrophy","Disease or Syndrome"
"lipoma","Neoplastic Process"
"lipopeptides","Amino Acid, Peptide, or Protein"
"lipopeptides","Pharmacologic Substance"
"lipopolysaccharides","Organic Chemical"
"lipoproteins","Amino Acid, Peptide, or Protein"
"lipoproteins","Biologically Active Substance"
"lipoproteins, hdl","Amino Acid, Peptide, or Protein"
"lipoproteins, hdl","Biologically Active Substance"
"lipoproteins, ldl","Biologically Active Substance"
"lipoproteins, ldl","Organic Chemical"
"liposomes","Organic Chemical"
"lipoxins","Biologically Active Substance"
"lipoxins","Organic Chemical"
"lipoxygenase","Amino Acid, Peptide, or Protein"
"lipoxygenase","Enzyme"
"lipoxygenase inhibitors","Pharmacologic Substance"
"listeriosis","Disease or Syndrome"
"lithium chloride","Inorganic Chemical"
"lithium chloride","Pharmacologic Substance"
"lithuania","Geographic Area"
"liver","Body Part, Organ, or Organ Component"
"liver cirrhosis","Disease or Syndrome"
"liver diseases","Disease or Syndrome"
"liver function tests","Laboratory Procedure"
"liver transplantation","Therapeutic or Preventive Procedure"
"locomotion","Organism Function"
"lod score","Quantitative Concept"
"logistic models","Intellectual Product"
"logistic models","Quantitative Concept"
"lolium","Plant"
"london","Geographic Area"
"loneliness","Finding"
"long interspersed nucleotide elements","Biologically Active Substance"
"long interspersed nucleotide elements","Nucleic Acid, Nucleoside, or Nucleotide"
"long qt syndrome","Disease or Syndrome"
"long-term care","Health Care Activity"
"longevity","Temporal Concept"
"longitudinal studies","Research Activity"
"lopinavir","Organic Chemical"
"lopinavir","Pharmacologic Substance"
"loratadine","Organic Chemical"
"loratadine","Pharmacologic Substance"
"lordosis","Disease or Syndrome"
"los angeles","Geographic Area"
"loss of heterozygosity","Genetic Function"
"louisiana","Geographic Area"
"low-level light therapy","Therapeutic or Preventive Procedure"
"luciferases","Amino Acid, Peptide, or Protein"
"luciferases","Enzyme"
"luciferases","Indicator, Reagent, or Diagnostic Aid"
"luciferases, firefly","Amino Acid, Peptide, or Protein"
"luciferases, firefly","Enzyme"
"luciferases, renilla","Amino Acid, Peptide, or Protein"
"luciferases, renilla","Enzyme"
"luciferases, renilla","Indicator, Reagent, or Diagnostic Aid"
"lumbar vertebrae","Body Part, Organ, or Organ Component"
"lumbosacral region","Body Location or Region"
"luminescence","Natural Phenomenon or Process"
"luminescent measurements","Laboratory Procedure"
"luminol","Indicator, Reagent, or Diagnostic Aid"
"luminol","Organic Chemical"
"lung","Body Part, Organ, or Organ Component"
"lung abscess","Disease or Syndrome"
"lung compliance","Organ or Tissue Function"
"lung diseases","Disease or Syndrome"
"lung diseases, fungal","Disease or Syndrome"
"lung diseases, interstitial","Disease or Syndrome"
"lung diseases, obstructive","Disease or Syndrome"
"lung diseases, parasitic","Disease or Syndrome"
"lung injury","Injury or Poisoning"
"lung neoplasms","Neoplastic Process"
"lung transplantation","Therapeutic or Preventive Procedure"
"lung volume measurements","Diagnostic Procedure"
"lung, hyperlucent","Disease or Syndrome"
"lupinus","Plant"
"lupus erythematosus, discoid","Disease or Syndrome"
"lupus erythematosus, systemic","Disease or Syndrome"
"luteal phase","Organ or Tissue Function"
"luteinizing hormone","Amino Acid, Peptide, or Protein"
"luteinizing hormone","Hormone"
"luteinizing hormone","Pharmacologic Substance"
"lyme disease","Disease or Syndrome"
"lymph node excision","Therapeutic or Preventive Procedure"
"lymph nodes","Body Part, Organ, or Organ Component"
"lymphadenitis","Disease or Syndrome"
"lymphangiectasis, intestinal","Disease or Syndrome"
"lymphangitis","Disease or Syndrome"
"lymphatic diseases","Disease or Syndrome"
"lymphocyte activation","Cell Function"
"lymphocyte cooperation","Cell Function"
"lymphocyte count","Laboratory Procedure"
"lymphocyte depletion","Therapeutic or Preventive Procedure"
"lymphocyte function-associated antigen-1","Amino Acid, Peptide, or Protein"
"lymphocyte function-associated antigen-1","Immunologic Factor"
"lymphocyte function-associated antigen-1","Receptor"
"lymphocyte subsets","Classification"
"lymphocytes","Cell"
"lymphoid tissue","Tissue"
"lymphokines","Amino Acid, Peptide, or Protein"
"lymphokines","Immunologic Factor"
"lymphoma","Neoplastic Process"
"lymphoma, b-cell","Neoplastic Process"
"lymphoma, large-cell, anaplastic","Neoplastic Process"
"lymphoma, non-hodgkin","Neoplastic Process"
"lymphoma, t-cell","Neoplastic Process"
"lymphomatoid granulomatosis","Neoplastic Process"
"lymphopenia","Disease or Syndrome"
"lymphoproliferative disorders","Neoplastic Process"
"lymphotoxin-alpha","Amino Acid, Peptide, or Protein"
"lymphotoxin-alpha","Immunologic Factor"
"lypressin","Amino Acid, Peptide, or Protein"
"lypressin","Hormone"
"lypressin","Pharmacologic Substance"
"lysergic acid","Organic Chemical"
"lysergic acid diethylamide","Hazardous or Poisonous Substance"
"lysergic acid diethylamide","Organic Chemical"
"lysine","Amino Acid, Peptide, or Protein"
"lysine","Biologically Active Substance"
"lysine","Pharmacologic Substance"
"lysine carboxypeptidase","Amino Acid, Peptide, or Protein"
"lysine carboxypeptidase","Enzyme"
"lysosomes","Cell Component"
"macaca fascicularis","Mammal"
"macaca mulatta","Mammal"
"macau","Geographic Area"
"macedonia (republic)","Geographic Area"
"machiavellianism","Mental Process"
"macrolides","Antibiotic"
"macrolides","Organic Chemical"
"macromolecular substances","Chemical Viewed Structurally"
"macrophage activation","Cell Function"
"macrophage inflammatory proteins","Amino Acid, Peptide, or Protein"
"macrophage inflammatory proteins","Immunologic Factor"
"macrophage migration-inhibitory factors","Amino Acid, Peptide, or Protein"
"macrophage migration-inhibitory factors","Immunologic Factor"
"macrophage-1 antigen","Amino Acid, Peptide, or Protein"
"macrophage-1 antigen","Immunologic Factor"
"macrophages","Cell"
"macrophages, alveolar","Cell"
"madagascar","Geographic Area"
"magic","Idea or Concept"
"magnesium","Biologically Active Substance"
"magnesium","Element, Ion, or Isotope"
"magnesium deficiency","Disease or Syndrome"
"magnesium hydroxide","Inorganic Chemical"
"magnesium hydroxide","Pharmacologic Substance"
"magnesium sulfate","Inorganic Chemical"
"magnesium sulfate","Pharmacologic Substance"
"magnetic field therapy","Therapeutic or Preventive Procedure"
"magnetic resonance angiography","Diagnostic Procedure"
"magnetic resonance imaging","Diagnostic Procedure"
"magnetic resonance spectroscopy","Diagnostic Procedure"
"magnetics","Occupation or Discipline"
"maine","Geographic Area"
"mainstreaming (education)","Educational Activity"
"maintenance","Activity"
"maintenance chemotherapy","Finding"
"malabsorption syndromes","Disease or Syndrome"
"malaria","Disease or Syndrome"
"malaria, falciparum","Disease or Syndrome"
"malassezia","Fungus"
"malate dehydrogenase","Amino Acid, Peptide, or Protein"
"malate dehydrogenase","Enzyme"
"malawi","Geographic Area"
"malaysia","Geographic Area"
"male","Organism Attribute"
"male urogenital diseases","Disease or Syndrome"
"mali","Geographic Area"
"malignant hyperthermia","Disease or Syndrome"
"malingering","Individual Behavior"
"malnutrition","Disease or Syndrome"
"malocclusion","Disease or Syndrome"
"malondialdehyde","Biologically Active Substance"
"malondialdehyde","Organic Chemical"
"malpractice","Qualitative Concept"
"malta","Food"
"malus","Plant"
"mammary glands, human","Body Part, Organ, or Organ Component"
"managed care programs","Health Care Activity"
"management audit","Health Care Activity"
"management information systems","Intellectual Product"
